Exame,Case,Class,ImageCheckSum,ImagePathName,ImageShapeR,ImageShapeC,ImageShapeChannels,ObjectsBoundingBoxMinimumR,ObjectsBoundingBoxMinimumC,ObjectsBoundingBoxMaximumR,ObjectsBoundingBoxMaximumC,ObjectsCategory
7,52,1,533691959428fba83123c7ff18401cbe,/images/d9ecacb0-14c7-4862-930b-18bb51d5f392.jpg,1383,1944,3,963,783,1072,916,trophozoite
7,44,0,533691959428fba83123c7ff18401cbe,/images/d9ecacb0-14c7-4862-930b-18bb51d5f392.jpg,1383,1944,3,619,504,759,657,red blood cell
8,49,1,971806fb0d372327b3b36734f71c2286,/images/96287315-87a1-4045-9e16-119e045bf12a.jpg,1383,1944,3,568,502,678,638,ring
8,33,0,971806fb0d372327b3b36734f71c2286,/images/96287315-87a1-4045-9e16-119e045bf12a.jpg,1383,1944,3,243,346,373,483,red blood cell
9,26,1,f20712e261ef64afbf171f44ad29d927,/images/37df4ffb-f268-4557-94d6-bf68d005feae.jpg,1383,1944,3,582,486,729,635,ring
9,27,1,f20712e261ef64afbf171f44ad29d927,/images/37df4ffb-f268-4557-94d6-bf68d005feae.jpg,1383,1944,3,714,271,843,428,ring
9,28,1,f20712e261ef64afbf171f44ad29d927,/images/37df4ffb-f268-4557-94d6-bf68d005feae.jpg,1383,1944,3,1141,1682,1289,1832,ring
9,19,0,f20712e261ef64afbf171f44ad29d927,/images/37df4ffb-f268-4557-94d6-bf68d005feae.jpg,1383,1944,3,242,123,381,273,red blood cell
9,10,0,f20712e261ef64afbf171f44ad29d927,/images/37df4ffb-f268-4557-94d6-bf68d005feae.jpg,1383,1944,3,35,998,152,1143,red blood cell
9,17,0,f20712e261ef64afbf171f44ad29d927,/images/37df4ffb-f268-4557-94d6-bf68d005feae.jpg,1383,1944,3,845,1418,992,1582,red blood cell
10,27,1,819ee44248dfca33b42bcf1241befc60,/images/8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg,1383,1944,3,912,579,1075,747,trophozoite
10,29,1,819ee44248dfca33b42bcf1241befc60,/images/8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg,1383,1944,3,174,664,303,824,trophozoite
10,30,1,819ee44248dfca33b42bcf1241befc60,/images/8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg,1383,1944,3,66,676,207,863,trophozoite
10,9,0,819ee44248dfca33b42bcf1241befc60,/images/8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg,1383,1944,3,656,783,796,921,red blood cell
10,3,0,819ee44248dfca33b42bcf1241befc60,/images/8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg,1383,1944,3,556,908,695,1042,red blood cell
10,2,0,819ee44248dfca33b42bcf1241befc60,/images/8298aca0-5099-4d45-88ca-ec8ac7922e77.jpg,1383,1944,3,1079,839,1211,981,red blood cell
11,55,1,316e46d12311e077d4009a796482bc98,/images/a612e0d5-6a95-43cc-96a6-6fbcb8d45ff4.jpg,1383,1944,3,647,639,729,729,schizont
11,56,1,316e46d12311e077d4009a796482bc98,/images/a612e0d5-6a95-43cc-96a6-6fbcb8d45ff4.jpg,1383,1944,3,652,758,736,840,schizont
11,57,0,316e46d12311e077d4009a796482bc98,/images/a612e0d5-6a95-43cc-96a6-6fbcb8d45ff4.jpg,1383,1944,3,27,209,168,344,red blood cell
11,2,0,316e46d12311e077d4009a796482bc98,/images/a612e0d5-6a95-43cc-96a6-6fbcb8d45ff4.jpg,1383,1944,3,1099,340,1226,474,red blood cell
12,44,1,9df5f009ef71c2e0c77df7e2fa1c74f5,/images/a6e72060-5bde-490c-bdd7-7d9cb0fce7fc.jpg,1383,1944,3,46,1219,201,1368,trophozoite
12,45,1,9df5f009ef71c2e0c77df7e2fa1c74f5,/images/a6e72060-5bde-490c-bdd7-7d9cb0fce7fc.jpg,1383,1944,3,1133,542,1289,703,ring
12,35,0,9df5f009ef71c2e0c77df7e2fa1c74f5,/images/a6e72060-5bde-490c-bdd7-7d9cb0fce7fc.jpg,1383,1944,3,1245,736,1379,901,red blood cell
12,36,0,9df5f009ef71c2e0c77df7e2fa1c74f5,/images/a6e72060-5bde-490c-bdd7-7d9cb0fce7fc.jpg,1383,1944,3,55,1096,258,1217,red blood cell
13,41,1,309e3244e5ec658265a78b2d883678fa,/images/c11081a1-4fd9-4003-8bd9-0727eae62d0a.jpg,1383,1944,3,163,1028,316,1190,gametocyte
13,42,1,309e3244e5ec658265a78b2d883678fa,/images/c11081a1-4fd9-4003-8bd9-0727eae62d0a.jpg,1383,1944,3,1080,189,1187,316,trophozoite
13,43,1,309e3244e5ec658265a78b2d883678fa,/images/c11081a1-4fd9-4003-8bd9-0727eae62d0a.jpg,1383,1944,3,838,750,955,873,trophozoite
13,26,0,309e3244e5ec658265a78b2d883678fa,/images/c11081a1-4fd9-4003-8bd9-0727eae62d0a.jpg,1383,1944,3,577,908,714,1036,red blood cell
13,29,0,309e3244e5ec658265a78b2d883678fa,/images/c11081a1-4fd9-4003-8bd9-0727eae62d0a.jpg,1383,1944,3,462,982,589,1120,red blood cell
13,18,0,309e3244e5ec658265a78b2d883678fa,/images/c11081a1-4fd9-4003-8bd9-0727eae62d0a.jpg,1383,1944,3,367,901,494,1047,red blood cell
14,51,1,6b0890e55925fa17557a1b8802031c20,/images/738b7be5-59b5-4d8c-8769-cbf2385b9fc7.jpg,1383,1944,3,443,618,614,800,trophozoite
14,52,1,6b0890e55925fa17557a1b8802031c20,/images/738b7be5-59b5-4d8c-8769-cbf2385b9fc7.jpg,1383,1944,3,239,678,400,839,trophozoite
14,9,0,6b0890e55925fa17557a1b8802031c20,/images/738b7be5-59b5-4d8c-8769-cbf2385b9fc7.jpg,1383,1944,3,927,171,1054,309,red blood cell
14,33,0,6b0890e55925fa17557a1b8802031c20,/images/738b7be5-59b5-4d8c-8769-cbf2385b9fc7.jpg,1383,1944,3,829,542,974,679,red blood cell
15,31,1,97e4c628e39d31adb1492da0c18eaaef,/images/51c6bc6b-4f37-4ce3-b624-840b27c1584a.jpg,1383,1944,3,1047,612,1208,767,trophozoite
15,32,1,97e4c628e39d31adb1492da0c18eaaef,/images/51c6bc6b-4f37-4ce3-b624-840b27c1584a.jpg,1383,1944,3,331,1287,510,1432,trophozoite
15,30,0,97e4c628e39d31adb1492da0c18eaaef,/images/51c6bc6b-4f37-4ce3-b624-840b27c1584a.jpg,1383,1944,3,571,1500,794,1586,red blood cell
15,11,0,97e4c628e39d31adb1492da0c18eaaef,/images/51c6bc6b-4f37-4ce3-b624-840b27c1584a.jpg,1383,1944,3,582,681,699,821,red blood cell
16,45,1,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,945,883,1081,1039,ring
16,46,1,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,753,1311,886,1465,ring
16,47,1,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,1019,1584,1162,1728,ring
16,48,1,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,632,546,776,702,ring
16,49,1,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,86,1281,240,1430,ring
16,50,1,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,295,72,404,207,ring
16,23,0,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,269,1070,401,1209,red blood cell
16,31,0,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,45,1582,170,1708,red blood cell
16,43,0,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,926,1145,1062,1248,red blood cell
16,34,0,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,541,1326,647,1473,red blood cell
16,12,0,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,354,1570,474,1692,red blood cell
16,40,0,030d6a2ef998ae70514c0565579fb5df,/images/da2197c7-7911-4be6-8bb9-164f47fd270a.jpg,1383,1944,3,70,1432,195,1565,red blood cell
17,53,1,e19accfb154bfacfc26e6f23f85c1897,/images/23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,1383,1944,3,473,1012,604,1176,trophozoite
17,44,0,e19accfb154bfacfc26e6f23f85c1897,/images/23e581e7-0fb7-42ff-ba55-a86beefc0619.jpg,1383,1944,3,1168,894,1327,1042,red blood cell
18,14,1,b74877b10f9fcefe509e8a22151a373b,/images/54c88d45-30c3-46f8-8fef-b3e9c07781f2.jpg,1383,1944,3,415,673,504,766,difficult
18,13,0,b74877b10f9fcefe509e8a22151a373b,/images/54c88d45-30c3-46f8-8fef-b3e9c07781f2.jpg,1383,1944,3,1096,1013,1202,1148,red blood cell
19,30,1,4b17ce391abf5d3d8ea6b72ae4f6093c,/images/c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1383,1944,3,954,1045,1099,1208,ring
19,31,1,4b17ce391abf5d3d8ea6b72ae4f6093c,/images/c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1383,1944,3,37,145,183,294,ring
19,32,1,4b17ce391abf5d3d8ea6b72ae4f6093c,/images/c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1383,1944,3,984,1207,1129,1347,ring
19,8,0,4b17ce391abf5d3d8ea6b72ae4f6093c,/images/c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1383,1944,3,513,1524,617,1645,red blood cell
19,6,0,4b17ce391abf5d3d8ea6b72ae4f6093c,/images/c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1383,1944,3,1124,625,1258,769,red blood cell
19,18,0,4b17ce391abf5d3d8ea6b72ae4f6093c,/images/c3631a04-b757-407b-8e7e-1ed3a6c463d4.jpg,1383,1944,3,312,1326,444,1448,red blood cell
20,45,1,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,383,291,519,467,ring
20,46,1,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,750,417,920,566,ring
20,47,1,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,484,1690,627,1871,ring
20,48,1,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,786,128,933,282,ring
20,49,1,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,832,619,990,806,ring
20,41,0,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,931,225,1033,377,red blood cell
20,34,0,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,872,20,1021,163,red blood cell
20,25,0,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,398,75,535,180,red blood cell
20,26,0,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,603,495,730,645,red blood cell
20,13,0,3fcb76d9b0b898b78c68b74079ee4205,/images/8874ea02-d263-4830-99d1-e1b14230a56b.jpg,1383,1944,3,679,1639,815,1773,red blood cell
21,23,1,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,290,825,440,952,schizont
21,24,1,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,459,539,541,707,schizont
21,18,0,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,65,1632,164,1745,red blood cell
21,12,0,5961c84fea6526bdbb81d39abb9f63e8,/images/31c62771-4e90-4038-9abc-d196beda9898.jpg,1383,1944,3,983,446,1086,561,red blood cell
22,47,1,da92e23900d9f07120616cc9c7bebf8c,/images/c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,1383,1944,3,587,536,732,697,trophozoite
22,27,0,da92e23900d9f07120616cc9c7bebf8c,/images/c8d1b7ec-be9f-4c88-a39b-2c6bf46b2998.jpg,1383,1944,3,573,1720,722,1867,red blood cell
23,25,1,6059a84f36aee9d1fd6098c15ea17244,/images/96afe167-6a2f-4770-aa74-e083fbd5e926.jpg,1383,1944,3,244,717,420,885,trophozoite
23,1,0,6059a84f36aee9d1fd6098c15ea17244,/images/96afe167-6a2f-4770-aa74-e083fbd5e926.jpg,1383,1944,3,740,533,863,656,red blood cell
24,19,1,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,1054,1455,1186,1591,ring
24,20,1,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,953,1028,1090,1171,ring
24,21,1,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,867,612,1004,748,ring
24,22,1,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,124,1578,292,1723,ring
24,3,0,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,810,325,941,458,red blood cell
24,10,0,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,900,34,1037,177,red blood cell
24,6,0,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,155,200,284,336,red blood cell
24,15,0,a6d299858ae17893d8bf20f767313ac6,/images/7d16d1e8-4abf-46fc-81bc-d71bd08ed6f2.jpg,1383,1944,3,547,926,700,1075,red blood cell
25,35,1,e8718aa637c7950c54f570b04218de62,/images/91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg,1383,1944,3,308,1009,458,1127,ring
25,36,1,e8718aa637c7950c54f570b04218de62,/images/91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg,1383,1944,3,831,652,981,774,ring
25,27,0,e8718aa637c7950c54f570b04218de62,/images/91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg,1383,1944,3,325,1221,436,1362,red blood cell
25,25,0,e8718aa637c7950c54f570b04218de62,/images/91fd0c2e-8e9c-452d-97ab-304b05a049b3.jpg,1383,1944,3,154,449,283,588,red blood cell
26,99,1,e874c59ec1b6b1902ae16d5312e124d1,/images/511b6e13-acd7-4dd3-b1d0-c4aa10a514c7.jpg,1383,1944,3,663,669,836,830,trophozoite
26,25,0,e874c59ec1b6b1902ae16d5312e124d1,/images/511b6e13-acd7-4dd3-b1d0-c4aa10a514c7.jpg,1383,1944,3,1230,1336,1332,1472,red blood cell
27,54,1,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,434,1209,613,1399,trophozoite
27,56,1,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,380,427,548,607,trophozoite
27,64,1,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,570,1647,719,1811,trophozoite
27,37,0,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,775,0,898,129,red blood cell
27,58,0,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,83,441,234,597,red blood cell
27,11,0,b9a7ed493a830cf19e00f331ca57f667,/images/baab0701-3fd4-4940-8b90-b9c42d95888f.jpg,1383,1944,3,232,637,365,780,red blood cell
28,53,1,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,592,1758,743,1914,ring
28,54,1,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,802,0,954,160,ring
28,55,1,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,821,1652,954,1808,ring
28,1,0,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,656,1478,781,1611,red blood cell
28,7,0,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,164,755,298,902,red blood cell
28,62,0,e78e365fce74d66c91b1bc1c0d29c3b5,/images/3e03b313-66eb-471f-a97a-7b2bf20dcff5.jpg,1383,1944,3,1077,661,1214,827,red blood cell
29,38,1,4c71d3c64e8b6015bf66e1c7652c7043,/images/cc453255-b583-425e-bc3e-284ccf120944.jpg,1383,1944,3,506,824,613,961,trophozoite
29,4,0,4c71d3c64e8b6015bf66e1c7652c7043,/images/cc453255-b583-425e-bc3e-284ccf120944.jpg,1383,1944,3,506,466,632,590,red blood cell
30,62,1,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,471,813,619,1002,trophozoite
30,63,1,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,88,880,256,1029,trophozoite
30,65,1,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,243,935,420,1120,trophozoite
30,28,0,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,1179,826,1275,988,red blood cell
30,52,0,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,727,742,866,871,red blood cell
30,17,0,88e64e3bd5dfab45349f7c006da85a42,/images/25865b39-56fb-409a-8800-3d368dd264ed.jpg,1383,1944,3,495,1655,626,1798,red blood cell
31,48,1,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,101,1238,250,1410,ring
31,49,1,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,760,237,885,380,ring
31,50,1,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,168,755,308,977,ring
31,51,1,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,590,275,719,460,ring
31,7,0,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,694,634,833,767,red blood cell
31,41,0,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,463,988,599,1156,red blood cell
31,28,0,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,744,122,876,239,red blood cell
31,26,0,9915c1a29a2521a9711f239f8c55e24b,/images/78ae52cf-8dad-4070-a40e-9af02faec1f0.jpg,1383,1944,3,201,973,355,1127,red blood cell
32,30,1,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,193,1297,291,1506,ring
32,31,1,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,667,1187,800,1331,ring
32,32,1,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,543,345,691,481,ring
32,33,1,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,250,1235,359,1428,ring
32,3,0,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,541,779,667,917,red blood cell
32,7,0,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,1006,911,1124,1049,red blood cell
32,12,0,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,734,118,870,265,red blood cell
32,15,0,1a294318e7132951f6a37596bb4cec8b,/images/f08e873b-9617-42b3-9c7a-55d0e39c2663.jpg,1383,1944,3,542,1575,678,1720,red blood cell
33,49,1,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,216,296,379,470,trophozoite
33,50,1,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,361,274,528,445,trophozoite
33,51,1,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,280,1528,435,1695,trophozoite
33,46,0,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,557,1563,731,1696,red blood cell
33,44,0,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,353,1803,494,1941,red blood cell
33,3,0,70b33773ad0baa2426dfb91e0c4fa44e,/images/8111cff9-4c04-448e-990b-9d5010f7be56.jpg,1383,1944,3,117,233,243,376,red blood cell
34,45,1,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,444,526,593,684,ring
34,46,1,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,295,719,421,889,ring
34,47,1,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,788,1390,929,1573,ring
34,48,1,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,210,917,364,1077,ring
34,49,1,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,598,1535,707,1774,ring
34,18,0,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,33,635,159,789,red blood cell
34,35,0,b4458f3978b1b4506351e22bd37e3ee1,/images/e6a7743e-4040-40fa-b097-ca6874c469b7.jpg,1383,1944,3,957,150,1059,352,red blood cell
